year,abbrev,opioid_cat,nhb_modeled,nhw_modeled
2016,AL,Natural and semi-synthetic opioids,1.04,2.44
2016,AL,Heroin,1.49,3.4899999999999998
2016,AL,Synthetic opioids,2.38,4.1499999999999995
2016,AR,All opioids,2.4699999999999998,8.09
2016,AR,Natural and semi-synthetic opioids,1.6,5.04
2016,AR,Heroin,0.23,0.38
2016,AR,Synthetic opioids,0.4,2.25
2016,AZ,All opioids,6.72,14.42
2016,AZ,Natural and semi-synthetic opioids,4.14,5.87
2016,AZ,Heroin,2.98,4.859999999999999
2016,AZ,Synthetic opioids,1.9,2
2016,CA,All opioids,5.41,9.41
2016,CA,Natural and semi-synthetic opioids,2.44,4.609999999999999
2016,CA,Heroin,1.5,2.77
2016,CA,Synthetic opioids,0.96,1.47
2016,CO,All opioids,7.07,10.32
2016,CO,Natural and semi-synthetic opioids,3.9699999999999998,4.56
2016,CO,Heroin,1.55,3.98
2016,CO,Synthetic opioids,1.47,1.79
2016,CT,All opioids,12.6,29.84
2016,CT,Natural and semi-synthetic opioids,2.7600000000000002,6.09
2016,CT,Heroin,5.930000000000001,15.38
2016,CT,Synthetic opioids,8.129999999999999,19.54
2016,DC,All opioids,35.98,8.48
2016,DC,Natural and semi-synthetic opioids,5.83,2.29
2016,DC,Heroin,21.53,4.98
2016,DC,Synthetic opioids,34.03,5.970000000000001
2016,DE,All opioids,9.53,27.259999999999998
2016,DE,Natural and semi-synthetic opioids,3.22,6.44
2016,DE,Heroin,4.89,13.19
2016,DE,Synthetic opioids,4.430000000000001,13.860000000000001
2016,FL,All opioids,3.69,19.87
2016,FL,Natural and semi-synthetic opioids,1.52,7.31
2016,FL,Heroin,0.6799999999999999,5.49
2016,FL,Synthetic opioids,3.44,13.91
2016,GA,All opioids,3.01,13.32
2016,GA,Natural and semi-synthetic opioids,1.44,6.58
2016,GA,Heroin,0.88,3.9699999999999998
2016,GA,Synthetic opioids,1.42,4.18
2016,IL,All opioids,20.02,15.07
2016,IL,Natural and semi-synthetic opioids,1.8800000000000001,3.36
2016,IL,Heroin,12.850000000000001,8.55
2016,IL,Synthetic opioids,8.44,6.859999999999999
2016,IN,All opioids,11.56,13.219999999999999
2016,IN,Natural and semi-synthetic opioids,2.57,4.02
2016,IN,Heroin,3.84,4.83
2016,IN,Synthetic opioids,5.54,4.64
2016,KS,All opioids,3.9499999999999997,6.13
2016,KS,Natural and semi-synthetic opioids,2.16,3.32
2016,KS,Heroin,1.12,0.89
2016,KS,Synthetic opioids,1.02,1.6400000000000001
2016,KY,All opioids,11.729999999999999,24.57
2016,KY,Natural and semi-synthetic opioids,4.23,9.229999999999999
2016,KY,Heroin,5.37,8.82
2016,KY,Synthetic opioids,10.61,14.38
2016,LA,All opioids,3.57,10.05
2016,LA,Natural and semi-synthetic opioids,0.81,3.6
2016,LA,Heroin,1.71,4.29
2016,LA,Synthetic opioids,1.11,2.32
2016,MA,All opioids,13.91,33.63
2016,MA,Natural and semi-synthetic opioids,1.74,3.8699999999999997
2016,MA,Heroin,5.430000000000001,9.82
2016,MA,Synthetic opioids,11.16,23.49
2016,MD,All opioids,22.6,39.7
2016,MD,Natural and semi-synthetic opioids,8.9,14.81
2016,MD,Heroin,9.66,14.219999999999999
2016,MD,Synthetic opioids,17.1,25
2016,MI,All opioids,17.279999999999998,19.6
2016,MI,Natural and semi-synthetic opioids,3.8499999999999996,5.79
2016,MI,Heroin,7.98,8.01
2016,MI,Synthetic opioids,9.31,10.99
2016,MN,All opioids,13.83,6.28
2016,MN,Natural and semi-synthetic opioids,3.34,2.22
2016,MN,Heroin,5.44,2.53
2016,MN,Synthetic opioids,3.13,1.6900000000000002
2016,MO,All opioids,25.32,14.629999999999999
2016,MO,Natural and semi-synthetic opioids,3.7600000000000002,4.1
2016,MO,Heroin,12.89,5.109999999999999
2016,MO,Synthetic opioids,16.55,5.74
2016,MS,All opioids,1.1900000000000002,7.75
2016,MS,Natural and semi-synthetic opioids,0.77,3.9299999999999997
2016,MS,Heroin,0.12000000000000001,1.54
2016,MS,Synthetic opioids,0.35,2.48
2016,NC,All opioids,5.57,20.1
2016,NC,Natural and semi-synthetic opioids,1.61,8.52
2016,NC,Heroin,1.81,7.85
2016,NC,Synthetic opioids,2.7800000000000002,8.96
2016,NJ,All opioids,14.639999999999999,22.6
2016,NJ,Natural and semi-synthetic opioids,3.27,5.04
2016,NJ,Heroin,9.06,12.39
2016,NJ,Synthetic opioids,7.24,11.53
2016,NV,All opioids,11.360000000000001,21.110000000000003
2016,NV,Natural and semi-synthetic opioids,6.68,11.91
2016,NV,Heroin,0.8500000000000001,4.930000000000001
2016,NV,Synthetic opioids,1.1600000000000001,2.58
2016,NY,All opioids,8.9,17.02
2016,NY,Natural and semi-synthetic opioids,2.05,5.29
2016,NY,Heroin,3.94,8.860000000000001
2016,NY,Synthetic opioids,6.67,11.26
2016,OH,All opioids,20.330000000000002,39.61
2016,OH,Natural and semi-synthetic opioids,3.72,8.48
2016,OH,Heroin,7.83,16.259999999999998
2016,OH,Synthetic opioids,18.64,28.3
2016,OK,All opioids,6.29,12.139999999999999
2016,OK,Natural and semi-synthetic opioids,3.68,7.56
2016,OK,Heroin,0.61,1.5
2016,OK,Synthetic opioids,0.97,2.48
2016,PA,All opioids,9.78,18.1
2016,PA,Natural and semi-synthetic opioids,2.8,4.970000000000001
2016,PA,Heroin,3.51,8.62
2016,PA,Synthetic opioids,5.23,13.11
2016,SC,All opioids,3.65,17.58
2016,SC,Natural and semi-synthetic opioids,1.57,8.860000000000001
2016,SC,Heroin,0.71,3.6
2016,SC,Synthetic opioids,1.43,6.859999999999999
2016,TN,All opioids,8.44,20.150000000000002
2016,TN,Natural and semi-synthetic opioids,3.9299999999999997,12.57
2016,TN,Heroin,2.9099999999999997,4.28
2016,TN,Synthetic opioids,4.44,6.84
2016,TX,All opioids,2.9499999999999997,7.25
2016,TX,Natural and semi-synthetic opioids,1.24,2.86
2016,TX,Heroin,0.97,2.67
2016,TX,Synthetic opioids,0.52,1.37
2016,WA,All opioids,10.41,10.68
2016,WA,Natural and semi-synthetic opioids,2.7600000000000002,3.8699999999999997
2016,WA,Heroin,5.6,4.68
2016,WA,Synthetic opioids,1.31,1.27
2016,WI,All opioids,23.05,14
2016,WI,Natural and semi-synthetic opioids,9.1,5.05
2016,WI,Heroin,10.57,7.6499999999999995
2016,WI,Synthetic opioids,7.59,4.319999999999999
2017,AL,All opioids,4.4,9.82
2017,AL,Natural and semi-synthetic opioids,1.1700000000000002,2.75
2017,AL,Heroin,1.44,3.62
2017,AL,Synthetic opioids,2.9,3.9699999999999998
2017,AR,All opioids,2.66,8.2
2017,AR,Natural and semi-synthetic opioids,1.73,4.970000000000001
2017,AR,Heroin,0.38,0.53
2017,AR,Synthetic opioids,1.02,2.7
2017,AZ,All opioids,10.17,16.29
2017,AZ,Natural and semi-synthetic opioids,4.319999999999999,5.79
2017,AZ,Heroin,3.2800000000000002,5.6499999999999995
2017,AZ,Synthetic opioids,4.08,4.09
2017,CA,All opioids,5.54,9.8
2017,CA,Natural and semi-synthetic opioids,2.42,4.72
2017,CA,Heroin,1.79,3.11
2017,CA,Synthetic opioids,1.6400000000000001,2.24
2017,CO,All opioids,7.119999999999999,10.7
2017,CO,Natural and semi-synthetic opioids,4.14,4.6499999999999995
2017,CO,Heroin,1.6,4.63
2017,CO,Synthetic opioids,1.55,1.93
2017,CT,All opioids,17.38,32.730000000000004
2017,CT,Natural and semi-synthetic opioids,3.57,6.04
2017,CT,Heroin,7.48,14.53
2017,CT,Synthetic opioids,12.53,23.8
2017,DC,All opioids,50.06,8.84
2017,DC,Natural and semi-synthetic opioids,6.319999999999999,2.3899999999999997
2017,DC,Heroin,28.25,3.69
2017,DC,Synthetic opioids,39.379999999999995,6.05
2017,DE,All opioids,15.719999999999999,37.87
2017,DE,Natural and semi-synthetic opioids,3.6,7.89
2017,DE,Heroin,6.6899999999999995,17.150000000000002
2017,DE,Synthetic opioids,9.81,24.7
2017,FL,All opioids,5.109999999999999,24.69
2017,FL,Natural and semi-synthetic opioids,1.62,8.48
2017,FL,Heroin,0.9500000000000001,5.64
2017,FL,Synthetic opioids,4,16.330000000000002
2017,GA,All opioids,3.32,14.57
2017,GA,Natural and semi-synthetic opioids,1.58,6.92
2017,GA,Heroin,1.12,4.35
2017,GA,Synthetic opioids,1.6300000000000001,4.930000000000001
2017,IL,All opioids,26.17,16.62
2017,IL,Natural and semi-synthetic opioids,2.75,4
2017,IL,Heroin,16.12,8.6
2017,IL,Synthetic opioids,15.9,9.42
2017,IN,All opioids,14.05,16.830000000000002
2017,IN,Natural and semi-synthetic opioids,3.8899999999999997,5.08
2017,IN,Heroin,4.52,5.159999999999999
2017,IN,Synthetic opioids,9.77,8.29
2017,KS,All opioids,4.09,6.26
2017,KS,Natural and semi-synthetic opioids,2.24,3.4499999999999997
2017,KS,Heroin,1.1600000000000001,1.07
2017,KS,Synthetic opioids,1.05,1.75
2017,KY,All opioids,14.5,27.29
2017,KY,Natural and semi-synthetic opioids,4.9,8.860000000000001
2017,KY,Heroin,3.9,5.930000000000001
2017,KY,Synthetic opioids,11.26,17.3
2017,LA,All opioids,4.1499999999999995,11.739999999999998
2017,LA,Natural and semi-synthetic opioids,0.89,3.8699999999999997
2017,LA,Heroin,1.82,4.71
2017,LA,Synthetic opioids,1.99,3.7800000000000002
2017,MA,All opioids,17,33.2
2017,MA,Natural and semi-synthetic opioids,1.83,4.08
2017,MA,Heroin,4.819999999999999,8.639999999999999
2017,MA,Synthetic opioids,14,27.5
2017,MD,All opioids,28.97,43.41
2017,MD,Natural and semi-synthetic opioids,6.95,12.34
2017,MD,Heroin,7.49,11.06
2017,MD,Synthetic opioids,23.330000000000002,32.4
2017,MI,All opioids,22.7,20.53
2017,MI,Natural and semi-synthetic opioids,4.3,5.41
2017,MI,Heroin,9.860000000000001,7.37
2017,MI,Synthetic opioids,15.9,13.42
2017,MN,All opioids,14.92,6.52
2017,MN,Natural and semi-synthetic opioids,3.4499999999999997,2.27
2017,MN,Heroin,5.44,1.85
2017,MN,Synthetic opioids,6.54,2.48
2017,MO,All opioids,32.05,16.2
2017,MO,Natural and semi-synthetic opioids,4.1499999999999995,4.06
2017,MO,Heroin,14.729999999999999,5.21
2017,MO,Synthetic opioids,24.89,9.18
2017,MS,All opioids,1.4,8.31
2017,MS,Natural and semi-synthetic opioids,0.89,4.1899999999999995
2017,MS,Heroin,0.12000000000000001,1.73
2017,MS,Synthetic opioids,0.38,3.11
2017,NC,All opioids,7.18,23.55
2017,NC,Natural and semi-synthetic opioids,1.78,7.03
2017,NC,Heroin,2.25,8.129999999999999
2017,NC,Synthetic opioids,4.67,13.729999999999999
2017,NJ,All opioids,23.779999999999998,29.05
2017,NJ,Natural and semi-synthetic opioids,4.52,5.54
2017,NJ,Heroin,13.28,16.54
2017,NJ,Synthetic opioids,15.94,20.130000000000003
2017,NV,All opioids,11.39,20.51
2017,NV,Natural and semi-synthetic opioids,6.4,11.139999999999999
2017,NV,Heroin,1.62,5.73
2017,NV,Synthetic opioids,1.84,3.32
2017,NY,All opioids,10.719999999999999,19.32
2017,NY,Natural and semi-synthetic opioids,2.21,5.609999999999999
2017,NY,Heroin,4.9,8.2
2017,NY,Synthetic opioids,7.930000000000001,12.870000000000001
2017,OH,All opioids,26.07,37.55
2017,OH,Natural and semi-synthetic opioids,4.06,6.970000000000001
2017,OH,Heroin,6.9,10.57
2017,OH,Synthetic opioids,22.75,29.8
2017,OK,All opioids,6.659999999999999,11.41
2017,OK,Natural and semi-synthetic opioids,2.98,6.2700000000000005
2017,OK,Heroin,0.8400000000000001,1.8800000000000001
2017,OK,Synthetic opioids,1.02,2.36
2017,PA,All opioids,14.75,22.630000000000003
2017,PA,Natural and semi-synthetic opioids,3.16,5.55
2017,PA,Heroin,4.38,8.02
2017,PA,Synthetic opioids,10.52,17.29
2017,SC,All opioids,4.88,20
2017,SC,Natural and semi-synthetic opioids,1.73,9.99
2017,SC,Heroin,1,4.1899999999999995
2017,SC,Synthetic opioids,2.62,10.38
2017,TN,All opioids,10.129999999999999,21.86
2017,TN,Natural and semi-synthetic opioids,4.57,10.51
2017,TN,Heroin,3.59,5.38
2017,TN,Synthetic opioids,6.42,10.18
2017,TX,All opioids,3.05,7.37
2017,TX,Natural and semi-synthetic opioids,1.25,2.79
2017,TX,Heroin,1.26,2.9899999999999998
2017,TX,Synthetic opioids,0.7899999999999999,1.46
2017,WA,All opioids,10.68,10.62
2017,WA,Natural and semi-synthetic opioids,2.64,3.61
2017,WA,Heroin,5.67,4.72
2017,WA,Synthetic opioids,2.05,1.96
2017,WI,All opioids,25.41,15.350000000000001
2017,WI,Natural and semi-synthetic opioids,9.43,5.31
2017,WI,Heroin,12.29,7.09
2017,WI,Synthetic opioids,13.1,6.76
2018,AL,All opioids,5.85,11.32
2018,AL,Natural and semi-synthetic opioids,1.32,3.1
2018,AL,Heroin,1.4,3.75
2018,AL,Synthetic opioids,3.54,3.79
2018,AR,All opioids,2.86,8.31
2018,AR,Natural and semi-synthetic opioids,1.86,4.9
2018,AR,Heroin,0.61,0.75
2018,AR,Synthetic opioids,2.63,3.23
2018,AZ,All opioids,15.38,18.39
2018,AZ,Natural and semi-synthetic opioids,4.5,5.71
2018,AZ,Heroin,3.61,6.56
2018,AZ,Synthetic opioids,8.77,8.350000000000001
2018,CA,All opioids,5.67,10.2
2018,CA,Natural and semi-synthetic opioids,2.4,4.84
2018,CA,Heroin,2.15,3.5
2018,CA,Synthetic opioids,2.79,3.4
2018,CO,All opioids,7.17,11.1
2018,CO,Natural and semi-synthetic opioids,4.319999999999999,4.75
2018,CO,Heroin,1.6500000000000001,5.37
2018,CO,Synthetic opioids,1.6400000000000001,2.08
2018,CT,All opioids,23.97,35.9
2018,CT,Natural and semi-synthetic opioids,4.609999999999999,6
2018,CT,Heroin,9.43,13.719999999999999
2018,CT,Synthetic opioids,19.32,28.979999999999997
2018,DC,All opioids,69.66,9.209999999999999
2018,DC,Natural and semi-synthetic opioids,6.859999999999999,2.4899999999999998
2018,DC,Heroin,37.06,2.74
2018,DC,Synthetic opioids,45.58,6.119999999999999
2018,DE,All opioids,25.939999999999998,52.59
2018,DE,Natural and semi-synthetic opioids,4.02,9.66
2018,DE,Heroin,9.16,22.279999999999998
2018,DE,Synthetic opioids,21.759999999999998,44.04
2018,FL,All opioids,7.08,30.69
2018,FL,Natural and semi-synthetic opioids,1.73,9.83
2018,FL,Heroin,1.33,5.78
2018,FL,Synthetic opioids,4.64,19.18
2018,GA,All opioids,3.66,15.92
2018,GA,Natural and semi-synthetic opioids,1.75,7.28
2018,GA,Heroin,1.41,4.76
2018,GA,Synthetic opioids,1.8800000000000001,5.81
2018,IL,All opioids,34.2,18.32
2018,IL,Natural and semi-synthetic opioids,4.03,4.76
2018,IL,Heroin,20.23,8.65
2018,IL,Synthetic opioids,29.95,12.94
2018,IN,All opioids,17.07,21.43
2018,IN,Natural and semi-synthetic opioids,5.88,6.42
2018,IN,Heroin,5.319999999999999,5.51
2018,IN,Synthetic opioids,17.25,14.84
2018,KS,All opioids,4.24,6.4
2018,KS,Natural and semi-synthetic opioids,2.3299999999999996,3.59
2018,KS,Heroin,1.21,1.28
2018,KS,Synthetic opioids,1.07,1.87
2018,KY,All opioids,17.919999999999998,30.32
2018,KY,Natural and semi-synthetic opioids,5.68,8.51
2018,KY,Heroin,2.8299999999999996,3.9899999999999998
2018,KY,Synthetic opioids,11.950000000000001,20.8
2018,LA,All opioids,4.83,13.7
2018,LA,Natural and semi-synthetic opioids,0.97,4.17
2018,LA,Heroin,1.95,5.17
2018,LA,Synthetic opioids,3.59,6.1499999999999995
2018,MA,All opioids,20.79,32.790000000000006
2018,MA,Natural and semi-synthetic opioids,1.92,4.29
2018,MA,Heroin,4.2700000000000005,7.6
2018,MA,Synthetic opioids,17.58,32.190000000000005
2018,MD,All opioids,37.13,47.449999999999996
2018,MD,Natural and semi-synthetic opioids,5.430000000000001,10.29
2018,MD,Heroin,5.8,8.6
2018,MD,Synthetic opioids,31.830000000000002,41.99
2018,MI,All opioids,29.82,21.51
2018,MI,Natural and semi-synthetic opioids,4.8,5.06
2018,MI,Heroin,12.18,6.78
2018,MI,Synthetic opioids,27.16,16.39
2018,MN,All opioids,16.1,6.7700000000000005
2018,MN,Natural and semi-synthetic opioids,3.58,2.32
2018,MN,Heroin,5.45,1.35
2018,MN,Synthetic opioids,13.639999999999999,3.62
2018,MO,All opioids,40.57,17.939999999999998
2018,MO,Natural and semi-synthetic opioids,4.57,4.01
2018,MO,Heroin,16.84,5.319999999999999
2018,MO,Synthetic opioids,37.43,14.7
2018,MS,All opioids,1.6500000000000001,8.91
2018,MS,Natural and semi-synthetic opioids,1.03,4.45
2018,MS,Heroin,0.13,1.94
2018,MS,Synthetic opioids,0.42000000000000004,3.9
2018,NC,All opioids,9.26,27.59
2018,NC,Natural and semi-synthetic opioids,1.97,5.8
2018,NC,Heroin,2.79,8.43
2018,NC,Synthetic opioids,7.84,21.05
2018,NJ,All opioids,38.620000000000005,37.33
2018,NJ,Natural and semi-synthetic opioids,6.2700000000000005,6.09
2018,NJ,Heroin,19.479999999999997,22.09
2018,NJ,Synthetic opioids,35.11,35.160000000000004
2018,NV,All opioids,11.42,19.93
2018,NV,Natural and semi-synthetic opioids,6.13,10.43
2018,NV,Heroin,3.12,6.659999999999999
2018,NV,Synthetic opioids,2.9099999999999997,4.28
2018,NY,All opioids,12.91,21.93
2018,NY,Natural and semi-synthetic opioids,2.3899999999999997,5.96
2018,NY,Heroin,6.08,7.58
2018,NY,Synthetic opioids,9.42,14.709999999999999
2018,OH,All opioids,33.449999999999996,35.61
2018,OH,Natural and semi-synthetic opioids,4.430000000000001,5.73
2018,OH,Heroin,6.08,6.88
2018,OH,Synthetic opioids,27.759999999999998,31.37
2018,OK,All opioids,7.04,10.719999999999999
2018,OK,Natural and semi-synthetic opioids,2.4099999999999997,5.2
2018,OK,Heroin,1.1700000000000002,2.36
2018,OK,Synthetic opioids,1.07,2.24
2018,PA,All opioids,22.25,28.279999999999998
2018,PA,Natural and semi-synthetic opioids,3.58,6.1899999999999995
2018,PA,Heroin,5.470000000000001,7.46
2018,PA,Synthetic opioids,21.14,22.810000000000002
2018,SC,All opioids,6.52,22.74
2018,SC,Natural and semi-synthetic opioids,1.9,11.25
2018,SC,Heroin,1.42,4.87
2018,SC,Synthetic opioids,4.79,15.709999999999999
2018,TN,All opioids,12.16,23.71
2018,TN,Natural and semi-synthetic opioids,5.31,8.79
2018,TN,Heroin,4.42,6.76
2018,TN,Synthetic opioids,9.29,15.16
2018,TX,All opioids,3.15,7.49
2018,TX,Natural and semi-synthetic opioids,1.27,2.72
2018,TX,Heroin,1.62,3.36
2018,TX,Synthetic opioids,1.1900000000000002,1.56
2018,WA,All opioids,10.96,10.56
2018,WA,Natural and semi-synthetic opioids,2.52,3.38
2018,WA,Heroin,5.74,4.75
2018,WA,Synthetic opioids,3.21,3.03
2018,WI,All opioids,28.02,16.84
2018,WI,Natural and semi-synthetic opioids,9.77,5.58
2018,WI,Heroin,14.28,6.57
2018,WI,Synthetic opioids,22.6,10.58
