abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc_print,apc_pval,doubling_time
MT,Montana,Heroin,heroin,nhw,Non-Hispanic White,21,2.5,2.7,"59 (36, 85)",<.001,"2.2 (3.2, 1.6)"
Nassau County (NY),Nassau County,Heroin,heroin,nhw,Non-Hispanic White,38,5.6,7.1,"-5 (-15, 6)",0.33,"-19.9 (-6.3, 17.7)"
NC,North Carolina,Heroin,heroin,nhw,Non-Hispanic White,476,7.9,8.2,"0 (-7, 9)",0.92,"250.5 (-13.4, 12.1)"
NE,Nebraska,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",0.8,"28 (19, 37)",<.001,"4.1 (5.6, 3.2)"
New Castle County (DE),New Castle County,Heroin,heroin,nhw,Non-Hispanic White,46,15.1,24.6,"25 (20, 29)",<.001,"4.5 (5.5, 3.9)"
New Haven County (CT),New Haven County,Heroin,heroin,nhw,Non-Hispanic White,108,21.5,21.6,"8 (-1, 18)",0.08,"12.7 (-110.6, 6.0)"
New York County (NY),New York County,Heroin,heroin,nhw,Non-Hispanic White,39,3.9,4.8,"14 (10, 18)",<.001,"7.6 (10.5, 6.0)"
NH,New Hampshire,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",0.9,"-37 (-46, -25)",<.001,"-2.2 (-1.6, -3.4)"
NJ,New Jersey,Heroin,heroin,nhw,Non-Hispanic White,645,14.7,16.3,"-6 (-29, 24)",0.61,"-15.1 (-2.9, 4.7)"
NM,New Mexico,Heroin,heroin,nhw,Non-Hispanic White,46,6.6,7.3,"14 (11, 17)",<.001,"7.5 (9.3, 6.3)"
Norfolk city (VA),Norfolk city,Heroin,heroin,nhw,Non-Hispanic White,14,11.6,17.0,"15 (10, 21)",<.001,"7.2 (11.0, 5.3)"
NV,Nevada,Heroin,heroin,nhw,Non-Hispanic White,92,5.9,6.8,"16 (11, 20)",<.001,"6.9 (9.6, 5.4)"
NY,New York,Heroin,heroin,nhw,Non-Hispanic White,628,6.1,6.5,"-10 (-23, 6)",0.19,"-9.8 (-3.9, 18.0)"
Oakland County (MI),Oakland County,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",2.7,"13 (8, 18)",<.001,"8.1 (12.4, 6.0)"
OH,Ohio,Heroin,heroin,nhw,Non-Hispanic White,449,5.3,5.0,"-32 (-39, -24)",<.001,"-2.6 (-2.0, -3.6)"
OK,Oklahoma,Heroin,heroin,nhw,Non-Hispanic White,62,2.5,2.8,"22 (18, 28)",<.001,"4.9 (6.2, 4.1)"
Oklahoma County (OK),Oklahoma County,Heroin,heroin,nhw,Non-Hispanic White,13,2.7,3.2,"14 (9, 18)",<.001,"7.8 (11.2, 6.0)"
OR,Oregon,Heroin,heroin,nhw,Non-Hispanic White,124,3.9,3.7,"2 (-1, 5)",0.22,"56.1 (-82.8, 20.9)"
Orange County (FL),Orange County,Heroin,heroin,nhw,Non-Hispanic White,26,4.9,4.6,"-6 (-15, 4)",0.19,"-16.2 (-6.3, 29.1)"
Orleans Parish (LA),Orleans Parish,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",7.8,"12 (1, 24)",0.04,"9.0 (125.5, 4.7)"
PA,Pennsylvania,Heroin,heroin,nhw,Non-Hispanic White,624,7.1,7.1,"-7 (-17, 5)",0.21,"-14.0 (-5.3, 21.3)"
Palm Beach County (FL),Palm Beach County,Heroin,heroin,nhw,Non-Hispanic White,62,10.8,10.3,"-1 (-10, 10)",0.89,"-142.4 (-9.1, 10.5)"
Philadelphia County (PA),Philadelphia County,Heroin,heroin,nhw,Non-Hispanic White,59,9.3,12.8,"33 (21, 46)",<.001,"3.5 (5.3, 2.6)"
Pulaski County (AR),Pulaski County,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",0.9,"-34 (-66, 26)",0.18,"-2.4 (-0.9, 4.4)"
Queens County (NY),Queens County,Heroin,heroin,nhw,Non-Hispanic White,45,8.2,10.2,"16 (12, 19)",<.001,"6.9 (8.6, 5.7)"
RI,Rhode Island,Heroin,heroin,nhw,Non-Hispanic White,15,2.0,1.8,"-22 (-32, -12)",<.01,"-4.0 (-2.6, -7.8)"
Riverside County (CA),Riverside County,Heroin,heroin,nhw,Non-Hispanic White,41,5.4,5.5,"10 (8, 13)",<.001,"10.1 (13.0, 8.3)"
Sacramento County (CA),Sacramento County,Heroin,heroin,nhw,Non-Hispanic White,17,1.9,1.9,"12 (9, 16)",<.001,"8.7 (11.7, 6.9)"
San Bernardino County (CA),San Bernardino County,Heroin,heroin,nhw,Non-Hispanic White,15,2.4,2.8,"13 (9, 18)",<.001,"8.0 (12.1, 5.9)"
San Diego County (CA),San Diego County,Heroin,heroin,nhw,Non-Hispanic White,74,4.4,4.3,"26 (-13, 83)",0.20,"4.3 (-7.0, 1.6)"
SC,South Carolina,Heroin,heroin,nhw,Non-Hispanic White,167,5.6,5.9,"16 (4, 29)",0.01,"6.8 (24.3, 4.0)"
Shelby County (TN),Shelby County,Heroin,heroin,nhw,Non-Hispanic White,31,9.9,9.0,"-16 (-29, 0)",0.05,"-5.8 (-2.9, -499.5)"
St. Louis city (MO),St. Louis city,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",13.8,"-12 (-24, 2)",0.10,"-8.0 (-3.6, 40.5)"
St. Louis County (MO),St. Louis County,Heroin,heroin,nhw,Non-Hispanic White,29,4.9,8.7,"-5 (-10, 1)",0.11,"-20.3 (-9.0, 77.4)"
Suffolk County (MA),Suffolk County,Heroin,heroin,nhw,Non-Hispanic White,<11,"NA",3.0,"-35 (-50, -15)",<.01,"-2.3 (-1.4, -6.2)"
Suffolk County (NY),Suffolk County,Heroin,heroin,nhw,Non-Hispanic White,47,5.5,6.4,"-40 (-64, -1)",0.05,"-1.9 (-1.0, -166.2)"
Tarrant County (TX),Tarrant County,Heroin,heroin,nhw,Non-Hispanic White,30,3.1,4.6,"9 (6, 12)",<.001,"12.0 (18.0, 9.0)"
TN,Tennessee,Heroin,heroin,nhw,Non-Hispanic White,316,6.7,7.1,"15 (5, 27)",<.01,"7.0 (22.2, 4.2)"
TX,Texas,Heroin,heroin,nhw,Non-Hispanic White,443,3.8,3.9,"13 (9, 17)",<.001,"8.1 (11.4, 6.3)"
Union County (NJ),Union County,Heroin,heroin,nhw,Non-Hispanic White,26,13.0,20.6,"22 (16, 29)",<.001,"4.9 (6.6, 4.0)"
UT,Utah,Heroin,heroin,nhw,Non-Hispanic White,126,5.3,6.6,"10 (8, 13)",<.001,"10.3 (13.5, 8.4)"
VA,Virginia,Heroin,heroin,nhw,Non-Hispanic White,373,7.5,7.8,"2 (-10, 16)",0.72,"46.0 (-9.5, 6.7)"
VT,Vermont,Heroin,heroin,nhw,Non-Hispanic White,37,7.2,9.3,"0 (-27, 36)",0.97,"-199.5 (-3.2, 3.3)"
WA,Washington,Heroin,heroin,nhw,Non-Hispanic White,280,5.1,4.9,"1 (-5, 7)",0.69,"91.4 (-21.2, 14.4)"
Wake County (NC),Wake County,Heroin,heroin,nhw,Non-Hispanic White,25,3.9,4.3,"0 (-11, 11)",0.93,"-249.5 (-8.7, 9.3)"
Wayne County (MI),Wayne County,Heroin,heroin,nhw,Non-Hispanic White,89,10.7,12.4,"-11 (-21, 0)",0.05,"-8.4 (-4.2, 500.5)"
Westchester County (NY),Westchester County,Heroin,heroin,nhw,Non-Hispanic White,18,4.4,11.9,"15 (10, 20)",<.001,"7.3 (10.8, 5.5)"
WI,Wisconsin,Heroin,heroin,nhw,Non-Hispanic White,218,5.0,5.0,"-21 (-38, 1)",0.06,"-4.2 (-2.1, 143.4)"
WV,West Virginia,Heroin,heroin,nhw,Non-Hispanic White,130,8.7,9.9,"-15 (-32, 6)",0.14,"-6.2 (-2.6, 17.2)"
WY,Wyoming,Heroin,heroin,nhw,Non-Hispanic White,11,2.5,2.0,"14 (8, 20)",<.001,"7.6 (13.2, 5.4)"
Adams County (CO),Adams County,Heroin,heroin,total,Total,111,3.2,3.2,"-3 (-19, 15)",0.67,"-28.9 (-4.8, 7.2)"
AK,Alaska,Heroin,heroin,total,Total,44,5.7,5.0,"-3 (-26, 28)",0.84,"-36.5 (-3.3, 4.1)"
AL,Alabama,Heroin,heroin,total,Total,141,3.1,3.1,"5 (0, 11)",0.07,"20.1 (-249.5, 9.7)"
Alameda County (CA),Alameda County,Heroin,heroin,total,Total,25,1.4,1.2,"28 (13, 44)",<.01,"4.1 (8.2, 2.7)"
Allegheny County (PA),Allegheny County,Heroin,heroin,total,Total,232,20.0,18.6,"-6 (-22, 14)",0.50,"-16.7 (-4.0, 7.7)"
AR,Arkansas,Heroin,heroin,total,Total,33,1.2,1.1,"37 (25, 49)",<.001,"3.2 (4.5, 2.5)"
AZ,Arizona,Heroin,heroin,total,Total,271,3.9,4.2,"-6 (-34, 34)",0.72,"-16.2 (-2.4, 3.4)"
Baltimore city (MD),Baltimore city,Heroin,heroin,total,Total,61,9.1,9.3,"-30 (-44, -14)",<.01,"-2.8 (-1.7, -6.8)"
Baltimore County (MD),Baltimore County,Heroin,heroin,total,Total,29,3.4,4.8,"-33 (-48, -15)",<.01,"-2.5 (-1.5, -6.0)"
Bexar County (TX),Bexar County,Heroin,heroin,total,Total,86,4.3,4.0,"3 (0, 6)",0.04,"32.8 (500.5, 16.6)"
Bronx County (NY),Bronx County,Heroin,heroin,total,Total,171,11.5,11.7,"-1 (-21, 25)",0.95,"-142.4 (-4.3, 4.5)"
Broward County (FL),Broward County,Heroin,heroin,total,Total,62,3.2,2.8,"-16 (-35, 9)",0.17,"-5.9 (-2.3, 11.9)"
CA,California,Heroin,heroin,total,Total,964,2.3,2.1,"9 (7, 11)",<.001,"11.5 (14.8, 9.3)"
Charleston County (SC),Charleston County,Heroin,heroin,total,Total,31,7.1,7.5,"5 (-4, 15)",0.24,"20.1 (-26.5, 7.3)"
Clark County (NV),Clark County,Heroin,heroin,total,Total,87,3.7,3.9,"13 (9, 18)",<.001,"8.1 (12.1, 6.0)"
CO,Colorado,Heroin,heroin,total,Total,215,3.5,3.7,"-1 (-13, 13)",0.91,"-142.4 (-7.1, 8.0)"
Cobb County (GA),Cobb County,Heroin,heroin,total,Total,36,4.7,4.7,"0 (-5, 6)",1.00,"Inf (-18.7, 18.7)"
Contra Costa County (CA),Contra Costa County,Heroin,heroin,total,Total,26,2.2,2.1,"20 (10, 31)",<.001,"5.5 (10.3, 3.7)"
Cook County (IL),Cook County,Heroin,heroin,total,Total,596,11.0,10.8,"-6 (-18, 8)",0.37,"-17.4 (-5.2, 12.7)"
CT,Connecticut,Heroin,heroin,total,Total,339,9.7,10.0,"-6 (-13, 2)",0.11,"-16.2 (-7.1, 59.3)"
Cumberland County (NC),Cumberland County,Heroin,heroin,total,Total,25,7.7,10.8,"23 (17, 29)",<.001,"4.8 (6.3, 3.9)"
Cuyahoga County (OH),Cuyahoga County,Heroin,heroin,total,Total,104,8.1,8.6,"-26 (-38, -11)",<.01,"-3.3 (-2.1, -8.9)"
Dallas County (TX),Dallas County,Heroin,heroin,total,Total,104,3.8,3.9,"5 (3, 7)",<.001,"21.8 (36.2, 15.4)"
Davidson County (TN),Davidson County,Heroin,heroin,total,Total,80,11.2,11.0,"4 (-3, 11)",0.23,"24.9 (-35.2, 9.3)"
DC,District of Columbia,Heroin,heroin,total,Total,85,11.6,11.5,"-11 (-28, 10)",0.26,"-8.7 (-3.1, 10.2)"
DE,Delaware,Heroin,heroin,total,Total,109,12.1,17.0,"26 (21, 32)",<.001,"4.3 (5.3, 3.6)"
DeKalb County (GA),DeKalb County,Heroin,heroin,total,Total,19,2.5,3.8,"23 (15, 32)",<.001,"4.8 (7.0, 3.6)"
Delaware County (PA),Delaware County,Heroin,heroin,total,Total,36,6.9,6.4,"-27 (-60, 32)",0.27,"-3.1 (-1.1, 3.6)"
District of Columbia (DC),District of Columbia,Heroin,heroin,total,Total,85,11.6,11.5,"-11 (-28, 10)",0.26,"-8.7 (-3.1, 10.2)"
Durham County (NC),Durham County,Heroin,heroin,total,Total,<11,"NA",5.3,"13 (8, 19)",<.001,"8.1 (13.5, 5.7)"
Duval County (FL),Duval County,Heroin,heroin,total,Total,41,4.4,4.3,"-16 (-28, -1)",0.04,"-5.9 (-3.1, -76.4)"
Erie County (NY),Erie County,Heroin,heroin,total,Total,40,4.5,4.3,"-23 (-37, -6)",0.02,"-3.9 (-2.2, -16.7)"
Essex County (NJ),Essex County,Heroin,heroin,total,Total,131,15.0,14.4,"-8 (-40, 41)",0.69,"-12.8 (-2.0, 2.9)"
Fairfax County (VA),Fairfax County,Heroin,heroin,total,Total,20,1.7,1.5,"-38 (-76, 56)",0.29,"-2.1 (-0.7, 2.2)"
FL,Florida,Heroin,heroin,total,Total,698,3.5,3.6,"2 (-5, 10)",0.53,"46.0 (-18.4, 10.2)"
Fort Bend County (TX),Fort Bend County,Heroin,heroin,total,Total,<11,"NA",1.6,"14 (6, 24)",<.01,"7.4 (17.4, 4.7)"
Franklin County (OH),Franklin County,Heroin,heroin,total,Total,43,3.3,3.3,"-26 (-30, -21)",<.001,"-3.4 (-2.7, -4.3)"
Fulton County (GA),Fulton County,Heroin,heroin,total,Total,29,2.5,2.9,"-9 (-25, 10)",0.29,"-10.1 (-3.4, 10.8)"
GA,Georgia,Heroin,heroin,total,Total,298,2.9,3.0,"7 (0, 16)",0.05,"14.0 (-999.5, 6.9)"
Guilford County (NC),Guilford County,Heroin,heroin,total,Total,43,8.2,7.6,"1 (-14, 20)",0.86,"71.9 (-6.6, 5.6)"
Gwinnett County (GA),Gwinnett County,Heroin,heroin,total,Total,21,2.3,2.3,"-25 (-52, 18)",0.20,"-3.5 (-1.4, 5.9)"
Hamilton County (OH),Hamilton County,Heroin,heroin,total,Total,47,6.3,6.1,"-52 (-71, -20)",<.01,"-1.4 (-0.8, -4.5)"
Harris County (TX),Harris County,Heroin,heroin,total,Total,172,3.6,3.8,"24 (22, 27)",<.001,"4.6 (5.0, 4.2)"
Hartford County (CT),Hartford County,Heroin,heroin,total,Total,58,6.5,5.9,"-30 (-45, -11)",<.01,"-2.8 (-1.7, -8.8)"
Hennepin County (MN),Hennepin County,Heroin,heroin,total,Total,49,3.7,3.6,"-4 (-14, 9)",0.53,"-27.3 (-6.4, 11.9)"
HI,Hawaii,Heroin,heroin,total,Total,18,1.2,1.1,"7 (4, 11)",<.001,"14.2 (25.5, 9.8)"
Hillsborough County (FL),Hillsborough County,Heroin,heroin,total,Total,75,4.9,5.5,"0 (-31, 46)",0.99,"500.5 (-2.7, 2.6)"
IA,Iowa,Heroin,heroin,total,Total,45,1.5,1.4,"-17 (-50, 38)",0.44,"-5.3 (-1.4, 3.1)"
ID,Idaho,Heroin,heroin,total,Total,38,2.2,2.1,"16 (1, 34)",0.04,"6.7 (167.2, 3.4)"
IL,Illinois,Heroin,heroin,total,Total,978,7.7,7.6,"-11 (-26, 7)",0.19,"-8.7 (-3.4, 15.2)"
IN,Indiana,Heroin,heroin,total,Total,308,4.9,5.0,"0 (-12, 14)",0.99,"-999.5 (-7.6, 7.6)"
Jackson County (MO),Jackson County,Heroin,heroin,total,Total,17,2.4,2.5,"-11 (-30, 13)",0.32,"-8.6 (-2.8, 8.2)"
Jefferson County (AL),Jefferson County,Heroin,heroin,total,Total,71,10.9,11.9,"-1 (-8, 8)",0.87,"-166.2 (-11.8, 13.8)"
Jefferson County (KY),Jefferson County,Heroin,heroin,total,Total,61,8.5,9.3,"2 (-5, 10)",0.59,"53.1 (-18.4, 10.9)"
Jefferson Parish (LA),Jefferson Parish,Heroin,heroin,total,Total,58,13.3,13.4,"3 (-6, 13)",0.48,"31.7 (-17.0, 8.2)"
King County (WA),King County,Heroin,heroin,total,Total,140,5.6,5.4,"-1 (-8, 7)",0.86,"-166.2 (-12.3, 14.6)"
Kings County (NY),Kings County,Heroin,heroin,total,Total,158,5.9,5.5,"4 (-14, 25)",0.68,"27.5 (-6.6, 4.5)"
KS,Kansas,Heroin,heroin,total,Total,42,1.6,1.6,"20 (16, 24)",<.001,"5.5 (6.7, 4.7)"
KY,Kentucky,Heroin,heroin,total,Total,152,3.7,3.4,"-25 (-37, -11)",<.01,"-3.5 (-2.2, -8.4)"
LA,Louisiana,Heroin,heroin,total,Total,222,5.1,4.7,"13 (8, 18)",<.001,"8.3 (13.5, 6.0)"
Lake County (IN),Lake County,Heroin,heroin,total,Total,47,10.3,12.3,"21 (16, 26)",<.001,"5.3 (6.9, 4.3)"
Los Angeles County (CA),Los Angeles County,Heroin,heroin,total,Total,237,2.2,1.6,"2 (0, 4)",0.03,"44.0 (333.8, 23.8)"
MA,Massachusetts,Heroin,heroin,total,Total,375,5.5,5.7,"-13 (-21, -5)",<.01,"-7.0 (-4.3, -18.0)"
Maricopa County (AZ),Maricopa County,Heroin,heroin,total,Total,160,3.6,3.9,"-17 (-32, 1)",0.06,"-5.2 (-2.6, 111.6)"
Marion County (IN),Marion County,Heroin,heroin,total,Total,84,8.8,9.7,"19 (14, 23)",<.001,"5.8 (7.4, 4.8)"
MD,Maryland,Heroin,heroin,total,Total,209,3.4,4.0,"-28 (-40, -14)",<.01,"-3.0 (-2.0, -6.5)"
ME,Maine,Heroin,heroin,total,Total,58,4.8,5.7,"3 (-10, 17)",0.64,"35.0 (-10.0, 6.3)"
Mecklenburg County (NC),Mecklenburg County,Heroin,heroin,total,Total,54,4.6,5.1,"15 (12, 19)",<.001,"7.1 (9.1, 5.8)"
MI,Michigan,Heroin,heroin,total,Total,477,4.9,4.9,"-23 (-46, 8)",0.12,"-3.8 (-1.6, 12.4)"
Miami-Dade County (FL),Miami-Dade County,Heroin,heroin,total,Total,53,1.9,1.7,"-17 (-35, 6)",0.12,"-5.3 (-2.3, 18.4)"
Milwaukee County (WI),Milwaukee County,Heroin,heroin,total,Total,130,13.6,13.2,"-10 (-29, 14)",0.36,"-9.7 (-3.0, 7.7)"
MN,Minnesota,Heroin,heroin,total,Total,106,1.9,1.7,"-12 (-26, 4)",0.11,"-7.7 (-3.4, 29.1)"
MO,Missouri,Heroin,heroin,total,Total,224,3.8,4.4,"-12 (-30, 9)",0.22,"-7.7 (-2.8, 11.2)"
Monroe County (NY),Monroe County,Heroin,heroin,total,Total,18,2.5,2.8,"-42 (-62, -11)",0.02,"-1.9 (-1.0, -8.5)"
Montgomery County (MD),Montgomery County,Heroin,heroin,total,Total,34,1.6,1.7,"-25 (-36, -12)",<.01,"-3.5 (-2.2, -7.6)"
Montgomery County (OH),Montgomery County,Heroin,heroin,total,Total,22,4.6,4.3,"-33 (-44, -20)",<.001,"-2.5 (-1.7, -4.5)"
MS,Mississippi,Heroin,heroin,total,Total,78,2.9,2.3,"25 (19, 31)",<.001,"4.5 (5.7, 3.7)"
MT,Montana,Heroin,heroin,total,Total,27,2.9,3.0,"59 (39, 81)",<.001,"2.2 (3.1, 1.7)"
Nassau County (NY),Nassau County,Heroin,heroin,total,Total,55,4.3,4.9,"-3 (-11, 6)",0.51,"-35.2 (-8.6, 16.6)"
NC,North Carolina,Heroin,heroin,total,Total,586,5.9,6.0,"2 (-4, 9)",0.51,"50.5 (-22.8, 12.1)"
NE,Nebraska,Heroin,heroin,total,Total,15,0.8,0.8,"32 (22, 43)",<.001,"3.6 (5.1, 2.8)"
New Castle County (DE),New Castle County,Heroin,heroin,total,Total,69,12.3,17.5,"24 (20, 30)",<.001,"4.6 (5.6, 3.9)"
New Haven County (CT),New Haven County,Heroin,heroin,total,Total,146,17.0,17.1,"9 (2, 17)",0.01,"11.2 (50.5, 6.4)"
New York County (NY),New York County,Heroin,heroin,total,Total,127,6.8,7.0,"16 (13, 20)",<.001,"6.6 (8.0, 5.6)"
NH,New Hampshire,Heroin,heroin,total,Total,<11,"NA",0.8,"-37 (-47, -26)",<.001,"-2.1 (-1.6, -3.4)"
NJ,New Jersey,Heroin,heroin,total,Total,"1,007",11.4,12.5,"-3 (-26, 28)",0.84,"-38.0 (-3.3, 4.0)"
NM,New Mexico,Heroin,heroin,total,Total,182,9.4,9.7,"12 (9, 14)",<.001,"9.2 (11.9, 7.5)"
Norfolk city (VA),Norfolk city,Heroin,heroin,total,Total,22,9.1,12.0,"14 (9, 18)",<.001,"7.8 (11.1, 6.0)"
NV,Nevada,Heroin,heroin,total,Total,122,3.9,4.1,"15 (11, 19)",<.001,"7.1 (9.3, 5.7)"
NY,New York,Heroin,heroin,total,Total,"1,145",5.7,6.0,"-4 (-16, 10)",0.56,"-26.5 (-5.8, 10.2)"
Oakland County (MI),Oakland County,Heroin,heroin,total,Total,<11,"NA",2.2,"12 (7, 16)",<.001,"9.0 (14.0, 6.5)"
OH,Ohio,Heroin,heroin,total,Total,527,4.8,4.6,"-31 (-38, -23)",<.001,"-2.7 (-2.1, -3.9)"
OK,Oklahoma,Heroin,heroin,total,Total,75,2.0,2.4,"24 (19, 28)",<.001,"4.7 (5.7, 4.0)"
Oklahoma County (OK),Oklahoma County,Heroin,heroin,total,Total,16,1.9,2.4,"15 (11, 20)",<.001,"7.0 (9.6, 5.5)"
OR,Oregon,Heroin,heroin,total,Total,149,3.5,3.3,"2 (-1, 5)",0.16,"50.5 (-110.6, 20.5)"
Orange County (FL),Orange County,Heroin,heroin,total,Total,45,3.1,3.0,"-7 (-12, -1)",0.03,"-14.6 (-7.8, -142.4)"
Orleans Parish (LA),Orleans Parish,Heroin,heroin,total,Total,12,2.8,2.8,"-13 (-21, -5)",<.01,"-7.0 (-4.3, -18.7)"
PA,Pennsylvania,Heroin,heroin,total,Total,816,6.8,6.8,"-2 (-12, 10)",0.71,"-49.5 (-7.5, 10.6)"
Palm Beach County (FL),Palm Beach County,Heroin,heroin,total,Total,71,5.6,5.7,"0 (-9, 9)",0.94,"-332.8 (-10.9, 11.6)"
Philadelphia County (PA),Philadelphia County,Heroin,heroin,total,Total,127,7.7,9.7,"39 (26, 53)",<.001,"3.1 (4.3, 2.4)"
Pulaski County (AR),Pulaski County,Heroin,heroin,total,Total,<11,"NA",1.5,"2 (-28, 45)",0.88,"40.5 (-3.1, 2.7)"
Queens County (NY),Queens County,Heroin,heroin,total,Total,93,3.9,5.1,"18 (15, 21)",<.001,"6.1 (7.3, 5.3)"
RI,Rhode Island,Heroin,heroin,total,Total,18,1.7,1.5,"-23 (-32, -13)",<.01,"-3.8 (-2.6, -7.2)"
Richland County (SC),Richland County,Heroin,heroin,total,Total,11,2.7,2.6,"0 (-17, 20)",0.99,"1000.5 (-5.4, 5.4)"
Riverside County (CA),Riverside County,Heroin,heroin,total,Total,80,3.2,2.9,"6 (4, 8)",<.001,"17.4 (23.8, 13.8)"
Sacramento County (CA),Sacramento County,Heroin,heroin,total,Total,31,1.8,1.6,"13 (9, 17)",<.001,"8.3 (12.1, 6.3)"
San Bernardino County (CA),San Bernardino County,Heroin,heroin,total,Total,36,1.6,1.7,"14 (10, 17)",<.001,"7.9 (10.6, 6.3)"
San Diego County (CA),San Diego County,Heroin,heroin,total,Total,113,3.3,2.8,"5 (4, 7)",<.001,"19.0 (29.1, 14.0)"
SC,South Carolina,Heroin,heroin,total,Total,197,4.1,4.3,"18 (5, 32)",<.01,"6.1 (19.7, 3.6)"
SD,South Dakota,Heroin,heroin,total,Total,<11,"NA",0.3,"-47 (-63, -26)",<.01,"-1.6 (-1.0, -3.4)"
Shelby County (TN),Shelby County,Heroin,heroin,total,Total,54,5.9,5.5,"-10 (-20, 2)",0.09,"-9.7 (-4.4, 56.1)"
St. Louis city (MO),St. Louis city,Heroin,heroin,total,Total,51,15.9,18.1,"-15 (-36, 13)",0.25,"-6.3 (-2.2, 8.0)"
St. Louis County (MO),St. Louis County,Heroin,heroin,total,Total,81,8.9,11.4,"2 (-3, 6)",0.54,"67.2 (-28.9, 15.9)"
Suffolk County (MA),Suffolk County,Heroin,heroin,total,Total,26,2.9,3.2,"-26 (-40, -9)",<.01,"-3.4 (-2.0, -11.1)"
Suffolk County (NY),Suffolk County,Heroin,heroin,total,Total,62,4.5,5.1,"-38 (-60, -3)",0.04,"-2.1 (-1.1, -34.0)"
Tarrant County (TX),Tarrant County,Heroin,heroin,total,Total,43,2.0,2.7,"7 (5, 10)",<.001,"14.2 (21.8, 10.6)"
TN,Tennessee,Heroin,heroin,total,Total,380,5.9,6.2,"14 (6, 23)",<.01,"7.4 (16.1, 4.8)"
TX,Texas,Heroin,heroin,total,Total,730,2.5,2.4,"7 (7, 8)",<.001,"14.0 (15.6, 12.7)"
Union County (NJ),Union County,Heroin,heroin,total,Total,49,8.6,14.7,"28 (20, 36)",<.001,"4.1 (5.6, 3.2)"
UT,Utah,Heroin,heroin,total,Total,139,4.6,5.8,"9 (7, 11)",<.001,"11.2 (14.4, 9.3)"
VA,Virginia,Heroin,heroin,total,Total,532,6.4,6.3,"-5 (-21, 15)",0.59,"-20.8 (-4.2, 7.1)"
VT,Vermont,Heroin,heroin,total,Total,40,7.1,9.2,"-1 (-26, 34)",0.97,"-166.2 (-3.2, 3.4)"
WA,Washington,Heroin,heroin,total,Total,346,4.3,4.2,"1 (-5, 7)",0.74,"111.6 (-20.8, 15.0)"
Wake County (NC),Wake County,Heroin,heroin,total,Total,32,2.9,3.3,"3 (-6, 12)",0.52,"37.5 (-15.9, 8.6)"
Wayne County (MI),Wayne County,Heroin,heroin,total,Total,205,11.2,13.2,"-3 (-13, 9)",0.62,"-36.5 (-7.0, 11.1)"
Westchester County (NY),Westchester County,Heroin,heroin,total,Total,34,3.7,4.4,"-12 (-33, 17)",0.37,"-8.2 (-2.5, 6.3)"
WI,Wisconsin,Heroin,heroin,total,Total,292,5.3,5.2,"-19 (-34, -1)",0.04,"-4.7 (-2.4, -124.5)"
WV,West Virginia,Heroin,heroin,total,Total,142,8.8,9.8,"-15 (-32, 5)",0.12,"-6.0 (-2.6, 19.4)"
WY,Wyoming,Heroin,heroin,total,Total,12,2.2,1.8,"14 (8, 20)",<.001,"7.6 (12.3, 5.5)"
Adams County (CO),Adams County,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,14,8.0,6.4,"6 (0, 12)",0.04,"16.6 (200.5, 8.6)"
AL,Alabama,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,17,1.3,1.5,"12 (8, 17)",<.001,"8.6 (12.7, 6.5)"
Alameda County (CA),Alameda County,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,<11,"NA",4.8,"6 (2, 10)",<.01,"16.9 (44.0, 10.4)"
Allegheny County (PA),Allegheny County,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,11,7.5,7.7,"4 (0, 8)",0.05,"26.1 (-999.5, 13.0)"
AR,Arkansas,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,12,2.7,2.4,"10 (5, 15)",<.001,"10.8 (21.8, 7.2)"
AZ,Arizona,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,23,6.1,5.1,"5 (3, 8)",<.001,"19.7 (39.0, 13.3)"
Baltimore city (MD),Baltimore city,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,74,18.5,23.1,"15 (11, 20)",<.001,"7.1 (9.9, 5.5)"
Baltimore County (MD),Baltimore County,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,21,8.6,9.7,"14 (9, 19)",<.001,"7.6 (11.4, 5.7)"
Bexar County (TX),Bexar County,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,<11,"NA",0.7,"-13 (-28, 5)",0.13,"-7.0 (-3.0, 21.3)"
Bronx County (NY),Bronx County,Natural and semi-synthetic opioids,natural,nhb,Non-Hispanic Black,17,3.4,3.6,"11 (7, 15)",<.001,"9.5 (14.4, 7.1)"
