abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc,apc_lower,apc_upper,apc_pval,doubling_time
MI,Michigan,Heroin,heroin,nhw,Non-Hispanic White,296,4.358898278392458,4.39,-30.4,-50.2,-2.8,0.035,"-1.9 (-1.0, -24.4)"
Miami-Dade County (FL),Miami-Dade County,Heroin,heroin,nhw,Non-Hispanic White,20,5.649057431291644,5.52,-19.6,-45.7,19.1,0.253,"-3.2 (-1.1, 4.0)"
Milwaukee County (WI),Milwaukee County,Heroin,heroin,nhw,Non-Hispanic White,80,15.504105931557032,15.79,-14.7,-36.2,14,0.263,"-4.4 (-1.5, 5.3)"
MN,Minnesota,Heroin,heroin,nhw,Non-Hispanic White,66,1.5945474009159288,1.4,-17.7,-29.7,-3.8,0.02,"-3.6 (-2.0, -17.9)"
MO,Missouri,Heroin,heroin,nhw,Non-Hispanic White,121,2.670923071091339,3.15,-19.2,-35.7,1.6,0.065,"-3.3 (-1.6, 43.7)"
Monroe County (NY),Monroe County,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,3.32,-33.3,-56,1.3,0.057,"-1.7 (-0.8, 53.7)"
Montgomery County (MD),Montgomery County,Heroin,heroin,nhw,Non-Hispanic White,14,2.55727932938435,2.4699999999999998,-39.3,-67.3,12.7,0.107,"-1.4 (-0.6, 5.8)"
Montgomery County (OH),Montgomery County,Heroin,heroin,nhw,Non-Hispanic White,18,5.224197690701904,4.52,-35.4,-46.2,-22.4,0,"-1.6 (-1.1, -2.7)"
MS,Mississippi,Heroin,heroin,nhw,Non-Hispanic White,63,4.201255596286182,3.7600000000000002,26.2,21.2,31.5,0,"3.0 (3.6, 2.5)"
MT,Montana,Heroin,heroin,nhw,Non-Hispanic White,21,2.5481764113439946,2.74,58.9,36.2,85.4,0,"1.5 (2.2, 1.1)"
Nassau County (NY),Nassau County,Heroin,heroin,nhw,Non-Hispanic White,38,5.578919414765223,7.1499999999999995,-4.9,-14.6,5.8,0.33,"-13.8 (-4.4, 12.3)"
NC,North Carolina,Heroin,heroin,nhw,Non-Hispanic White,476,7.861020582504547,8.15,0.4,-7.2,8.6,0.916,"173.6 (-9.3, 8.4)"
NE,Nebraska,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,0.75,27.7,19.4,36.6,0,"2.8 (3.9, 2.2)"
New Castle County (DE),New Castle County,Heroin,heroin,nhw,Non-Hispanic White,46,15.103562826451396,24.56,24.6,20,29.4,0,"3.2 (3.8, 2.7)"
New Haven County (CT),New Haven County,Heroin,heroin,nhw,Non-Hispanic White,108,21.476447012041625,21.630000000000003,8.2,-0.9,18.3,0.076,"8.8 (-76.7, 4.1)"
New York County (NY),New York County,Heroin,heroin,nhw,Non-Hispanic White,39,3.9415087840837457,4.79,14,10,18.2,0,"5.3 (7.3, 4.1)"
NH,New Hampshire,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,0.8700000000000001,-36.7,-46.3,-25.4,0,"-1.5 (-1.1, -2.4)"
NJ,New Jersey,Heroin,heroin,nhw,Non-Hispanic White,645,14.68767553992396,16.310000000000002,-6.4,-29.1,23.5,0.613,"-10.5 (-2.0, 3.3)"
NM,New Mexico,Heroin,heroin,nhw,Non-Hispanic White,46,6.608041404826779,7.26,14.2,11.4,17.1,0,"5.2 (6.4, 4.4)"
Norfolk city (VA),Norfolk city,Heroin,heroin,nhw,Non-Hispanic White,14,11.63574210347344,16.959999999999997,15,9.5,20.8,0,"5.0 (7.6, 3.7)"
NV,Nevada,Heroin,heroin,nhw,Non-Hispanic White,92,5.943514723641015,6.819999999999999,15.5,11,20.2,0,"4.8 (6.6, 3.8)"
NY,New York,Heroin,heroin,nhw,Non-Hispanic White,628,6.11253508030836,6.470000000000001,-9.7,-22.8,5.7,0.19,"-6.8 (-2.7, 12.5)"
Oakland County (MI),Oakland County,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,2.69,13.1,8.4,18.1,0,"5.6 (8.6, 4.2)"
OH,Ohio,Heroin,heroin,nhw,Non-Hispanic White,449,5.342173258021621,4.98,-32.1,-39.3,-24.1,0,"-1.8 (-1.4, -2.5)"
OK,Oklahoma,Heroin,heroin,nhw,Non-Hispanic White,62,2.527031067867804,2.8099999999999996,22.4,17.5,27.5,0,"3.4 (4.3, 2.9)"
Oklahoma County (OK),Oklahoma County,Heroin,heroin,nhw,Non-Hispanic White,13,2.71864474245018,3.23,13.6,9.3,18,0,"5.4 (7.8, 4.2)"
OR,Oregon,Heroin,heroin,nhw,Non-Hispanic White,124,3.852172909917193,3.71,1.8,-1.2,4.9,0.217,"38.9 (-57.4, 14.5)"
Orange County (FL),Orange County,Heroin,heroin,nhw,Non-Hispanic White,26,4.863228515047541,4.6499999999999995,-6,-14.6,3.5,0.191,"-11.2 (-4.4, 20.1)"
Orleans Parish (LA),Orleans Parish,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,7.83,11.8,0.8,23.9,0.036,"6.2 (87.0, 3.2)"
PA,Pennsylvania,Heroin,heroin,nhw,Non-Hispanic White,624,7.1197074751101095,7.109999999999999,-6.9,-17.3,4.8,0.213,"-9.7 (-3.6, 14.8)"
Palm Beach County (FL),Palm Beach County,Heroin,heroin,nhw,Non-Hispanic White,62,10.777279116473196,10.34,-0.7,-10.4,10,0.886,"-98.7 (-6.3, 7.3)"
Philadelphia County (PA),Philadelphia County,Heroin,heroin,nhw,Non-Hispanic White,59,9.314812895368712,12.83,32.9,20.8,46.3,0,"2.4 (3.7, 1.8)"
Pulaski County (AR),Pulaski County,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,0.93,-34.5,-65.9,25.8,0.179,"-1.6 (-0.6, 3.0)"
Queens County (NY),Queens County,Heroin,heroin,nhw,Non-Hispanic White,45,8.210390888543277,10.209999999999999,15.7,12.4,19.2,0,"4.8 (5.9, 3.9)"
RI,Rhode Island,Heroin,heroin,nhw,Non-Hispanic White,15,2.0438712478702508,1.78,-22.3,-31.5,-12,0.001,"-2.7 (-1.8, -5.4)"
Riverside County (CA),Riverside County,Heroin,heroin,nhw,Non-Hispanic White,41,5.40199561493041,5.46,10.4,8,12.8,0,"7.0 (9.0, 5.8)"
Sacramento County (CA),Sacramento County,Heroin,heroin,nhw,Non-Hispanic White,17,1.8885572963689279,1.92,12.2,8.9,15.7,0,"6.0 (8.1, 4.8)"
San Bernardino County (CA),San Bernardino County,Heroin,heroin,nhw,Non-Hispanic White,15,2.43054753215231,2.8,13.4,8.6,18.5,0,"5.5 (8.4, 4.1)"
San Diego County (CA),San Diego County,Heroin,heroin,nhw,Non-Hispanic White,74,4.382932541255038,4.319999999999999,26.1,-13.3,83.4,0.198,"3.0 (-4.9, 1.1)"
SC,South Carolina,Heroin,heroin,nhw,Non-Hispanic White,167,5.6219518944861875,5.859999999999999,15.8,4.2,28.6,0.01,"4.7 (16.8, 2.8)"
Shelby County (TN),Shelby County,Heroin,heroin,nhw,Non-Hispanic White,31,9.87479636519565,8.99,-15.9,-29.1,-0.2,0.047,"-4.0 (-2.0, -346.2)"
St. Louis city (MO),St. Louis city,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,13.81,-11.8,-24.1,2.5,0.095,"-5.5 (-2.5, 28.1)"
St. Louis County (MO),St. Louis County,Heroin,heroin,nhw,Non-Hispanic White,29,4.881515524993673,8.66,-4.8,-10.5,1.3,0.112,"-14.1 (-6.2, 53.7)"
Suffolk County (MA),Suffolk County,Heroin,heroin,nhw,Non-Hispanic White,NA,NA,2.9899999999999998,-35.1,-50.5,-15,0.004,"-1.6 (-1.0, -4.3)"
Suffolk County (NY),Suffolk County,Heroin,heroin,nhw,Non-Hispanic White,47,5.498663282077185,6.4,-40.2,-64,-0.6,0.048,"-1.3 (-0.7, -115.2)"
Tarrant County (TX),Tarrant County,Heroin,heroin,nhw,Non-Hispanic White,30,3.129906366511999,4.6,8.7,5.7,11.8,0,"8.3 (12.5, 6.2)"
TN,Tennessee,Heroin,heroin,nhw,Non-Hispanic White,316,6.69113756942615,7.13,15.3,4.6,27.1,0.008,"4.9 (15.4, 2.9)"
TX,Texas,Heroin,heroin,nhw,Non-Hispanic White,443,3.8280143455841373,3.8699999999999997,13.2,9.2,17.3,0,"5.6 (7.9, 4.3)"
Union County (NJ),Union County,Heroin,heroin,nhw,Non-Hispanic White,26,13.044123175408915,20.56,22.4,16.3,28.8,0,"3.4 (4.6, 2.7)"
UT,Utah,Heroin,heroin,nhw,Non-Hispanic White,126,5.250090258713585,6.57,10.2,7.7,12.7,0,"7.1 (9.3, 5.8)"
VA,Virginia,Heroin,heroin,nhw,Non-Hispanic White,373,7.531281664817955,7.84,2.2,-10,16,0.718,"31.9 (-6.6, 4.7)"
VT,Vermont,Heroin,heroin,nhw,Non-Hispanic White,37,7.194704068352377,9.33,-0.5,-27,35.6,0.972,"-138.3 (-2.2, 2.3)"
WA,Washington,Heroin,heroin,nhw,Non-Hispanic White,280,5.077890508074135,4.87,1.1,-4.6,7.2,0.691,"63.4 (-14.7, 10.0)"
Wake County (NC),Wake County,Heroin,heroin,nhw,Non-Hispanic White,25,3.9016387761055853,4.319999999999999,-0.4,-10.9,11.3,0.933,"-172.9 (-6.0, 6.5)"
Wayne County (MI),Wayne County,Heroin,heroin,nhw,Non-Hispanic White,89,10.655997544504947,12.43,-11.2,-21.4,0.2,0.054,"-5.8 (-2.9, 346.9)"
Westchester County (NY),Westchester County,Heroin,heroin,nhw,Non-Hispanic White,18,4.413794090470027,11.91,14.7,9.7,19.9,0,"5.1 (7.5, 3.8)"
WI,Wisconsin,Heroin,heroin,nhw,Non-Hispanic White,218,5.000644315269641,4.98,-21.2,-38.4,0.7,0.056,"-2.9 (-1.4, 99.4)"
WV,West Virginia,Heroin,heroin,nhw,Non-Hispanic White,130,8.741739864277278,9.9,-14.9,-31.8,6,0.139,"-4.3 (-1.8, 11.9)"
WY,Wyoming,Heroin,heroin,nhw,Non-Hispanic White,11,2.4650202389443954,2.01,14,7.9,20.3,0,"5.3 (9.1, 3.8)"
Adams County (CO),Adams County,Heroin,heroin,total,Total,111,3.1680010197035737,3.25,-3.4,-18.8,14.8,0.67,"-20.0 (-3.3, 5.0)"
AK,Alaska,Heroin,heroin,total,Total,44,5.736323074366759,4.970000000000001,-2.7,-26,28,0.838,"-25.3 (-2.3, 2.8)"
AL,Alabama,Heroin,heroin,total,Total,141,3.1164706281241292,3.14,5.1,-0.4,10.9,0.069,"13.9 (-172.9, 6.7)"
Alameda County (CA),Alameda County,Heroin,heroin,total,Total,25,1.4383307050254222,1.1500000000000001,27.6,13,43.9,0.001,"2.8 (5.7, 1.9)"
Allegheny County (PA),Allegheny County,Heroin,heroin,total,Total,232,19.974517477842788,18.64,-5.8,-22,13.9,0.502,"-11.6 (-2.8, 5.3)"
AR,Arkansas,Heroin,heroin,total,Total,33,1.2048749762276316,1.09,36.6,25,49.3,0,"2.2 (3.1, 1.7)"
AZ,Arizona,Heroin,heroin,total,Total,271,3.875714547266879,4.22,-6,-33.9,33.7,0.715,"-11.2 (-1.7, 2.4)"
Baltimore city (MD),Baltimore city,Heroin,heroin,total,Total,61,9.13792466785659,9.33,-30.3,-43.7,-13.6,0.004,"-1.9 (-1.2, -4.7)"
Baltimore County (MD),Baltimore County,Heroin,heroin,total,Total,29,3.424289300886154,4.78,-33.4,-47.7,-15.3,0.003,"-1.7 (-1.1, -4.2)"
Bexar County (TX),Bexar County,Heroin,heroin,total,Total,86,4.2581907032114374,3.9899999999999998,3.1,0.2,6.2,0.039,"22.7 (346.9, 11.5)"
Bronx County (NY),Bronx County,Heroin,heroin,total,Total,171,11.477055996748428,11.65,-0.7,-20.8,24.6,0.947,"-98.7 (-3.0, 3.2)"
Broward County (FL),Broward County,Heroin,heroin,total,Total,62,3.2094100875441813,2.7800000000000002,-15.7,-34.7,8.8,0.166,"-4.1 (-1.6, 8.2)"
CA,California,Heroin,heroin,total,Total,964,2.3469720939423584,2.08,9.1,7,11.4,0,"8.0 (10.2, 6.4)"
Charleston County (SC),Charleston County,Heroin,heroin,total,Total,31,7.051010633102936,7.53,5.1,-3.7,14.7,0.241,"13.9 (-18.4, 5.1)"
Clark County (NV),Clark County,Heroin,heroin,total,Total,87,3.6930322427399025,3.92,13.2,8.6,18,0,"5.6 (8.4, 4.2)"
CO,Colorado,Heroin,heroin,total,Total,215,3.5303714313496566,3.68,-0.7,-13.1,13.4,0.911,"-98.7 (-4.9, 5.5)"
Cobb County (GA),Cobb County,Heroin,heroin,total,Total,36,4.728800007383664,4.7,0,-5.2,5.5,0.998,"Inf (-13.0, 12.9)"
Contra Costa County (CA),Contra Costa County,Heroin,heroin,total,Total,26,2.206188036258053,2.09,20.1,10.2,30.9,0,"3.8 (7.1, 2.6)"
Cook County (IL),Cook County,Heroin,heroin,total,Total,596,11.003515757725022,10.76,-5.6,-17.5,8.2,0.37,"-12.0 (-3.6, 8.8)"
CT,Connecticut,Heroin,heroin,total,Total,339,9.727800334779905,10.02,-6,-13.1,1.7,0.111,"-11.2 (-4.9, 41.1)"
Cumberland County (NC),Cumberland County,Heroin,heroin,total,Total,25,7.6945138654943595,10.76,22.9,17.1,28.9,0,"3.4 (4.4, 2.7)"
Cuyahoga County (OH),Cuyahoga County,Heroin,heroin,total,Total,104,8.08709022243443,8.62,-25.9,-38.5,-10.6,0.004,"-2.3 (-1.4, -6.2)"
Dallas County (TX),Dallas County,Heroin,heroin,total,Total,104,3.820119454115164,3.9499999999999997,4.7,2.8,6.7,0,"15.1 (25.1, 10.7)"
Davidson County (TN),Davidson County,Heroin,heroin,total,Total,80,11.168372280824528,11.04,4.1,-2.8,11.4,0.226,"17.3 (-24.4, 6.4)"
DC,District of Columbia,Heroin,heroin,total,Total,85,11.591269564574741,11.48,-10.8,-27.8,10.3,0.265,"-6.1 (-2.1, 7.1)"
DE,Delaware,Heroin,heroin,total,Total,109,12.148826686520357,16.95,26.3,20.6,32.1,0,"3.0 (3.7, 2.5)"
DeKalb County (GA),DeKalb County,Heroin,heroin,total,Total,19,2.5221647936804743,3.8499999999999996,23.4,15.4,32,0,"3.3 (4.8, 2.5)"
Delaware County (PA),Delaware County,Heroin,heroin,total,Total,36,6.9168554911584526,6.4,-27.4,-59.9,31.6,0.266,"-2.2 (-0.8, 2.5)"
District of Columbia (DC),District of Columbia,Heroin,heroin,total,Total,85,11.591269564574741,11.48,-10.8,-27.8,10.3,0.265,"-6.1 (-2.1, 7.1)"
Durham County (NC),Durham County,Heroin,heroin,total,Total,NA,NA,5.2700000000000005,13.2,7.7,19,0,"5.6 (9.3, 4.0)"
Duval County (FL),Duval County,Heroin,heroin,total,Total,41,4.364040691124285,4.35,-15.6,-27.8,-1.3,0.036,"-4.1 (-2.1, -53.0)"
Erie County (NY),Erie County,Heroin,heroin,total,Total,40,4.481460360290413,4.34,-22.8,-36.7,-5.8,0.016,"-2.7 (-1.5, -11.6)"
Essex County (NJ),Essex County,Heroin,heroin,total,Total,131,14.978584498383594,14.4,-7.5,-39.5,41.2,0.689,"-8.9 (-1.4, 2.0)"
Fairfax County (VA),Fairfax County,Heroin,heroin,total,Total,20,1.737954326059993,1.49,-38.4,-75.8,56.5,0.287,"-1.4 (-0.5, 1.5)"
FL,Florida,Heroin,heroin,total,Total,698,3.523992568121499,3.62,2.2,-5.3,10.3,0.534,"31.9 (-12.7, 7.1)"
Fort Bend County (TX),Fort Bend County,Heroin,heroin,total,Total,NA,NA,1.55,14.4,5.9,23.5,0.002,"5.2 (12.1, 3.3)"
Franklin County (OH),Franklin County,Heroin,heroin,total,Total,43,3.2671382619043006,3.32,-25.7,-30.5,-20.6,0,"-2.3 (-1.9, -3.0)"
Fulton County (GA),Fulton County,Heroin,heroin,total,Total,29,2.5247433890233126,2.9499999999999997,-9.4,-25.2,9.7,0.291,"-7.0 (-2.4, 7.5)"
GA,Georgia,Heroin,heroin,total,Total,298,2.900162974928059,2.98,7.4,-0.1,15.5,0.052,"9.7 (-692.8, 4.8)"
Guilford County (NC),Guilford County,Heroin,heroin,total,Total,43,8.201357104806611,7.59,1.4,-14.1,19.7,0.857,"49.9 (-4.6, 3.9)"
Gwinnett County (GA),Gwinnett County,Heroin,heroin,total,Total,21,2.272816051264054,2.32,-24.6,-52,18.5,0.204,"-2.5 (-0.9, 4.1)"
Hamilton County (OH),Hamilton County,Heroin,heroin,total,Total,47,6.2724360782085284,6.06,-51.8,-70.9,-20.1,0.008,"-0.9 (-0.6, -3.1)"
Harris County (TX),Harris County,Heroin,heroin,total,Total,172,3.557896777274023,3.7800000000000002,24.4,22,26.8,0,"3.2 (3.5, 2.9)"
Hartford County (CT),Hartford County,Heroin,heroin,total,Total,58,6.495374324476536,5.87,-30,-45.1,-10.7,0.008,"-1.9 (-1.2, -6.1)"
Hennepin County (MN),Hennepin County,Heroin,heroin,total,Total,49,3.7402228335332715,3.63,-3.6,-14.5,8.8,0.531,"-18.9 (-4.4, 8.2)"
HI,Hawaii,Heroin,heroin,total,Total,18,1.2271709975015965,1.12,7.3,4,10.8,0,"9.8 (17.7, 6.8)"
Hillsborough County (FL),Hillsborough County,Heroin,heroin,total,Total,75,4.910866552898495,5.5,0.2,-31.4,46.2,0.993,"346.9 (-1.8, 1.8)"
IA,Iowa,Heroin,heroin,total,Total,45,1.5498565060391822,1.3800000000000001,-17.1,-50.2,37.9,0.445,"-3.7 (-1.0, 2.2)"
ID,Idaho,Heroin,heroin,total,Total,38,2.210240416760961,2.15,16.2,0.6,34.2,0.042,"4.6 (115.9, 2.4)"
IL,Illinois,Heroin,heroin,total,Total,978,7.6718440727014485,7.57,-10.9,-25.7,6.8,0.186,"-6.0 (-2.3, 10.5)"
IN,Indiana,Heroin,heroin,total,Total,308,4.927534035735874,5,-0.1,-12.4,14,0.986,"-692.8 (-5.2, 5.3)"
Jackson County (MO),Jackson County,Heroin,heroin,total,Total,17,2.417640694822921,2.55,-11,-29.9,13,0.316,"-5.9 (-2.0, 5.7)"
Jefferson County (AL),Jefferson County,Heroin,heroin,total,Total,71,10.926949715187432,11.9,-0.6,-8.1,7.5,0.873,"-115.2 (-8.2, 9.6)"
Jefferson County (KY),Jefferson County,Heroin,heroin,total,Total,61,8.52817132635383,9.29,1.9,-5.3,9.6,0.593,"36.8 (-12.7, 7.6)"
Jefferson Parish (LA),Jefferson Parish,Heroin,heroin,total,Total,58,13.322673811624266,13.370000000000001,3.2,-5.7,12.9,0.475,"22.0 (-11.8, 5.7)"
King County (WA),King County,Heroin,heroin,total,Total,140,5.59285717798377,5.37,-0.6,-7.8,7.1,0.863,"-115.2 (-8.5, 10.1)"
Kings County (NY),Kings County,Heroin,heroin,total,Total,158,5.87570952312454,5.49,3.7,-14,25,0.684,"19.1 (-4.6, 3.1)"
KS,Kansas,Heroin,heroin,total,Total,42,1.5613657867923336,1.57,19.8,16,23.6,0,"3.8 (4.7, 3.3)"
KY,Kentucky,Heroin,heroin,total,Total,152,3.7425740567565606,3.36,-24.9,-36.6,-11.2,0.004,"-2.4 (-1.5, -5.8)"
LA,Louisiana,Heroin,heroin,total,Total,222,5.050798427088841,4.72,12.8,7.7,18.1,0,"5.8 (9.3, 4.2)"
Lake County (IN),Lake County,Heroin,heroin,total,Total,47,10.293005379136645,12.26,20.6,15.5,25.9,0,"3.7 (4.8, 3.0)"
Los Angeles County (CA),Los Angeles County,Heroin,heroin,total,Total,237,2.23795179433989,1.6400000000000001,2.3,0.3,4.3,0.026,"30.5 (231.4, 16.5)"
MA,Massachusetts,Heroin,heroin,total,Total,375,5.473863132823688,5.6899999999999995,-13.4,-20.7,-5.4,0.004,"-4.8 (-3.0, -12.5)"
Maricopa County (AZ),Maricopa County,Heroin,heroin,total,Total,160,3.5950035980731996,3.9,-17.4,-32.3,0.9,0.06,"-3.6 (-1.8, 77.4)"
Marion County (IN),Marion County,Heroin,heroin,total,Total,84,8.786459133030087,9.729999999999999,18.7,14.4,23.2,0,"4.0 (5.2, 3.3)"
MD,Maryland,Heroin,heroin,total,Total,209,3.394799236999117,3.9899999999999998,-28.1,-39.7,-14.2,0.002,"-2.1 (-1.4, -4.5)"
ME,Maine,Heroin,heroin,total,Total,58,4.83192693329809,5.659999999999999,2.9,-9.5,17.1,0.639,"24.2 (-6.9, 4.4)"
Mecklenburg County (NC),Mecklenburg County,Heroin,heroin,total,Total,54,4.550184130431648,5.119999999999999,15.2,11.6,18.8,0,"4.9 (6.3, 4.0)"
MI,Michigan,Heroin,heroin,total,Total,477,4.9145354946081055,4.94,-23.4,-45.9,8.4,0.123,"-2.6 (-1.1, 8.6)"
Miami-Dade County (FL),Miami-Dade County,Heroin,heroin,total,Total,53,1.9006034338888305,1.72,-17.3,-35.3,5.6,0.117,"-3.6 (-1.6, 12.7)"
Milwaukee County (WI),Milwaukee County,Heroin,heroin,total,Total,130,13.645192044507294,13.209999999999999,-9.8,-28.7,13.9,0.362,"-6.7 (-2.0, 5.3)"
MN,Minnesota,Heroin,heroin,total,Total,106,1.941729574070138,1.73,-12.2,-25.6,3.5,0.108,"-5.3 (-2.3, 20.1)"
MO,Missouri,Heroin,heroin,total,Total,224,3.849119585564476,4.44,-12.2,-29.6,9.3,0.215,"-5.3 (-2.0, 7.8)"
Monroe County (NY),Monroe County,Heroin,heroin,total,Total,18,2.4518646800893245,2.8499999999999996,-41.5,-61.5,-11.1,0.017,"-1.3 (-0.7, -5.9)"
Montgomery County (MD),Montgomery County,Heroin,heroin,total,Total,34,1.5969437327670424,1.7,-25.1,-36.1,-12.3,0.002,"-2.4 (-1.5, -5.3)"
Montgomery County (OH),Montgomery County,Heroin,heroin,total,Total,22,4.59124915511995,4.28,-32.9,-43.8,-19.8,0,"-1.7 (-1.2, -3.1)"
MS,Mississippi,Heroin,heroin,total,Total,78,2.9090154534384927,2.3499999999999996,24.8,19.2,30.8,0,"3.1 (3.9, 2.6)"
MT,Montana,Heroin,heroin,total,Total,27,2.900474800055755,3.04,58.7,38.8,81.3,0,"1.5 (2.1, 1.2)"
Nassau County (NY),Nassau County,Heroin,heroin,total,Total,55,4.281029303710996,4.859999999999999,-2.8,-11,6.2,0.51,"-24.4 (-5.9, 11.5)"
NC,North Carolina,Heroin,heroin,total,Total,586,5.921443911639731,6.05,2,-4.3,8.6,0.514,"35.0 (-15.8, 8.4)"
NE,Nebraska,Heroin,heroin,total,Total,15,0.8494563146204875,0.76,32.1,21.8,43.3,0,"2.5 (3.5, 1.9)"
New Castle County (DE),New Castle County,Heroin,heroin,total,Total,69,12.308834378180366,17.479999999999997,24.5,19.7,29.6,0,"3.2 (3.9, 2.7)"
New Haven County (CT),New Haven County,Heroin,heroin,total,Total,146,17.014287930012006,17.07,9.3,2,17,0.015,"7.8 (35.0, 4.4)"
New York County (NY),New York County,Heroin,heroin,total,Total,127,6.76520088648791,7.05,16.4,13.4,19.5,0,"4.6 (5.5, 3.9)"
NH,New Hampshire,Heroin,heroin,total,Total,NA,NA,0.7899999999999999,-37.2,-46.8,-25.8,0,"-1.5 (-1.1, -2.3)"
NJ,New Jersey,Heroin,heroin,total,Total,1007,11.40349674365963,12.53,-2.6,-26,28.3,0.841,"-26.3 (-2.3, 2.8)"
NM,New Mexico,Heroin,heroin,total,Total,182,9.440949517506331,9.65,11.5,8.8,14.3,0,"6.4 (8.2, 5.2)"
Norfolk city (VA),Norfolk city,Heroin,heroin,total,Total,22,9.12810333404683,11.99,13.6,9.4,18,0,"5.4 (7.7, 4.2)"
NV,Nevada,Heroin,heroin,total,Total,122,3.8704918124147882,4.1499999999999995,15.2,11.3,19.3,0,"4.9 (6.5, 3.9)"
NY,New York,Heroin,heroin,total,Total,1145,5.721468487750445,5.96,-3.7,-15.9,10.3,0.563,"-18.4 (-4.0, 7.1)"
Oakland County (MI),Oakland County,Heroin,heroin,total,Total,NA,NA,2.16,11.8,7.4,16.5,0,"6.2 (9.7, 4.5)"
OH,Ohio,Heroin,heroin,total,Total,527,4.8361393815672455,4.609999999999999,-31,-38.4,-22.6,0,"-1.9 (-1.4, -2.7)"
OK,Oklahoma,Heroin,heroin,total,Total,75,2.031327915077209,2.3899999999999997,23.8,19.3,28.5,0,"3.2 (3.9, 2.8)"
Oklahoma County (OK),Oklahoma County,Heroin,heroin,total,Total,16,1.9310257321973798,2.42,15.4,11,20,0,"4.8 (6.6, 3.8)"
OR,Oregon,Heroin,heroin,total,Total,149,3.5256929346785295,3.34,2,-0.9,5,0.164,"35.0 (-76.7, 14.2)"
Orange County (FL),Orange County,Heroin,heroin,total,Total,45,3.1129115247667962,2.9699999999999998,-6.6,-12.1,-0.7,0.033,"-10.2 (-5.4, -98.7)"
Orleans Parish (LA),Orleans Parish,Heroin,heroin,total,Total,12,2.841979287915109,2.8099999999999996,-13.3,-20.7,-5.2,0.005,"-4.9 (-3.0, -13.0)"
PA,Pennsylvania,Heroin,heroin,total,Total,816,6.809306273203057,6.819999999999999,-2,-12.5,9.9,0.714,"-34.3 (-5.2, 7.3)"
Palm Beach County (FL),Palm Beach County,Heroin,heroin,total,Total,71,5.563617562692819,5.71,-0.3,-8.8,9,0.941,"-230.7 (-7.5, 8.0)"
Philadelphia County (PA),Philadelphia County,Heroin,heroin,total,Total,127,7.734541493995766,9.709999999999999,38.7,25.9,52.8,0,"2.1 (3.0, 1.6)"
Pulaski County (AR),Pulaski County,Heroin,heroin,total,Total,NA,NA,1.48,2.5,-27.7,45.3,0.878,"28.1 (-2.1, 1.9)"
Queens County (NY),Queens County,Heroin,heroin,total,Total,93,3.8927305565176717,5.14,17.7,14.6,20.8,0,"4.3 (5.1, 3.7)"
RI,Rhode Island,Heroin,heroin,total,Total,18,1.7099447642103933,1.47,-23.2,-32.2,-13,0.001,"-2.6 (-1.8, -5.0)"
Richland County (SC),Richland County,Heroin,heroin,total,Total,11,2.6995769249919515,2.61,0.1,-16.8,20.5,0.989,"693.5 (-3.8, 3.7)"
Riverside County (CA),Riverside County,Heroin,heroin,total,Total,80,3.1992798658524793,2.9299999999999997,5.9,4.3,7.5,0,"12.1 (16.5, 9.6)"
Sacramento County (CA),Sacramento County,Heroin,heroin,total,Total,31,1.8321530951356853,1.57,12.8,8.6,17.1,0,"5.8 (8.4, 4.4)"
San Bernardino County (CA),San Bernardino County,Heroin,heroin,total,Total,36,1.630296819210794,1.7,13.5,9.9,17.3,0,"5.5 (7.3, 4.3)"
San Diego County (CA),San Diego County,Heroin,heroin,total,Total,113,3.2678027677377925,2.79,5.4,3.5,7.4,0,"13.2 (20.1, 9.7)"
SC,South Carolina,Heroin,heroin,total,Total,197,4.126229758721356,4.29,17.7,5.2,31.7,0.008,"4.3 (13.7, 2.5)"
SD,South Dakota,Heroin,heroin,total,Total,NA,NA,0.32,-47.4,-62.8,-25.5,0.002,"-1.1 (-0.7, -2.4)"
Shelby County (TN),Shelby County,Heroin,heroin,total,Total,54,5.8733310102889575,5.46,-9.8,-20.2,1.8,0.09,"-6.7 (-3.1, 38.9)"
St. Louis city (MO),St. Louis city,Heroin,heroin,total,Total,51,15.86630916524845,18.08,-14.7,-35.9,13.4,0.254,"-4.4 (-1.6, 5.5)"
St. Louis County (MO),St. Louis County,Heroin,heroin,total,Total,81,8.93126795500998,11.4,1.5,-3.4,6.5,0.536,"46.6 (-20.0, 11.0)"
Suffolk County (MA),Suffolk County,Heroin,heroin,total,Total,26,2.8808186005612315,3.24,-25.8,-39.7,-8.6,0.008,"-2.3 (-1.4, -7.7)"
Suffolk County (NY),Suffolk County,Heroin,heroin,total,Total,62,4.5137764550194355,5.09,-37.8,-60.1,-2.9,0.038,"-1.5 (-0.8, -23.6)"
Tarrant County (TX),Tarrant County,Heroin,heroin,total,Total,43,2.004520331475629,2.71,7.3,4.7,9.9,0,"9.8 (15.1, 7.3)"
